raw_read_datetime,electricity_consumption,ec_est,gas_consumption,gc_est,read_datetime,read_date,read_time,read_weekday,is_weekday,temperature,gust_mph,direction,avg_mph,humidity_perc,baro_mb,trend_mb,daily_rain_mm,monthly_rain_mm,solar_power,uv,weather
14-09-2018 10:00:00,0.03,N,0.0,N,2018-09-14 10:00:00,2018-09-14,10:00:00,4,True,12.7,4.0,S,2.9,94.0,1021.6,0.0,3.0,5.8,144.0,1.2,mainly_cloudy/dry
14-09-2018 10:30:00,0.03,N,0.0,N,2018-09-14 10:30:00,2018-09-14,10:30:00,4,True,12.7,5.0,SSW,4.8,94.0,1021.8,0.2,3.4,6.2,98.0,0.7,overcast/raining_lightly
14-09-2018 11:00:00,0.02,N,0.0,N,2018-09-14 11:00:00,2018-09-14,11:00:00,4,True,12.7,4.0,S,2.3,94.0,1022.0,0.5,3.8,6.6,83.0,0.9,overcast/raining_lightly
14-09-2018 11:30:00,0.03,N,0.0,N,2018-09-14 11:30:00,2018-09-14,11:30:00,4,True,13.6,4.0,WSW,3.7,94.0,1021.8,0.1,3.8,6.6,199.0,1.7,mainly_cloudy/dry
14-09-2018 12:00:00,0.03,N,0.0,N,2018-09-14 12:00:00,2018-09-14,12:00:00,4,True,14.5,4.0,SW,2.5,94.0,1021.7,-0.4,3.8,6.6,332.0,2.5,partly_cloudy/dry
14-09-2018 12:30:00,0.03,N,0.0,N,2018-09-14 12:30:00,2018-09-14,12:30:00,4,True,14.7,5.0,WSW,2.9,92.0,1021.5,-0.4,3.8,6.6,70.0,0.8,mainly_cloudy/dry
14-09-2018 13:00:00,0.02,N,0.0,N,2018-09-14 13:00:00,2018-09-14,13:00:00,4,True,14.6,7.0,WSW,2.6,91.0,1021.7,0.0,3.8,6.6,364.0,2.6,partly_cloudy/dry
14-09-2018 13:30:00,0.04,N,0.0,N,2018-09-14 13:30:00,2018-09-14,13:30:00,4,True,15.3,8.0,SW,3.8,88.0,1021.4,-0.1,3.8,6.6,179.0,1.7,mainly_cloudy/dry
14-09-2018 14:00:00,0.02,N,0.0,N,2018-09-14 14:00:00,2018-09-14,14:00:00,4,True,15.1,10.0,WNW,2.0,88.0,1021.4,-0.3,3.8,6.6,383.0,2.8,cloudy/dry
14-09-2018 14:30:00,0.04,N,0.0,N,2018-09-14 14:30:00,2018-09-14,14:30:00,4,True,16.1,7.0,SSW,1.5,86.0,1021.3,-0.2,3.8,6.6,397.0,2.9,partly_cloudy/dry
14-09-2018 15:00:00,0.02,N,0.0,N,2018-09-14 15:00:00,2018-09-14,15:00:00,4,True,16.7,13.0,SW,6.2,82.0,1021.1,-0.4,3.8,6.6,592.0,3.2,sunny/dry
14-09-2018 15:30:00,0.04,N,0.0,N,2018-09-14 15:30:00,2018-09-14,15:30:00,4,True,16.3,13.0,SW,5.5,79.0,1021.0,-0.2,3.8,6.6,204.0,2.2,mainly_cloudy/dry
14-09-2018 16:00:00,0.02,N,0.0,N,2018-09-14 16:00:00,2018-09-14,16:00:00,4,True,17.8,10.0,NW,3.3,73.0,1020.9,-0.2,3.8,6.6,492.0,2.0,sunny/dry
14-09-2018 16:30:00,0.05,N,0.02,N,2018-09-14 16:30:00,2018-09-14,16:30:00,4,True,17.1,6.0,WSW,3.5,76.0,1021.0,0.0,3.8,6.6,489.0,1.4,mainly_cloudy/dry
14-09-2018 17:00:00,0.02,N,0.0,N,2018-09-14 17:00:00,2018-09-14,17:00:00,4,True,16.6,8.0,SW,4.1,76.0,1020.8,0.1,3.8,6.6,130.0,0.8,mainly_cloudy/dry
14-09-2018 17:30:00,0.04,N,0.0,N,2018-09-14 17:30:00,2018-09-14,17:30:00,4,True,16.1,7.0,NW,4.5,80.0,1021.0,0.0,3.8,6.6,40.0,0.0,mainly_cloudy/dry
14-09-2018 18:00:00,0.03,N,0.0,N,2018-09-14 18:00:00,2018-09-14,18:00:00,4,True,16.2,8.0,W,4.3,82.0,1020.9,0.0,3.8,6.6,97.0,0.0,partly_cloudy/dry
14-09-2018 18:30:00,0.03,N,0.73,N,2018-09-14 18:30:00,2018-09-14,18:30:00,4,True,15.8,9.0,WSW,3.0,84.0,1021.1,0.1,3.8,6.6,42.0,0.0,mainly_cloudy/dry
14-09-2018 19:00:00,0.05,N,0.0,N,2018-09-14 19:00:00,2018-09-14,19:00:00,4,True,15.7,10.0,WNW,2.8,84.0,1021.3,0.4,3.8,6.6,26.0,0.0,cloudy/dry
14-09-2018 19:30:00,0.02,N,0.0,N,2018-09-14 19:30:00,2018-09-14,19:30:00,4,True,15.3,7.0,W,5.3,85.0,1021.5,0.3,3.8,6.6,0.0,0.0,dusk/dry
14-09-2018 20:00:00,0.16,N,0.03,N,2018-09-14 20:00:00,2018-09-14,20:00:00,4,True,14.9,7.0,SW,2.4,86.0,1021.9,0.6,3.8,6.6,0.0,0.0,night_time/dry
14-09-2018 20:30:00,0.13,N,0.24,N,2018-09-14 20:30:00,2018-09-14,20:30:00,4,True,14.8,4.0,W,3.1,88.0,1021.9,0.4,3.8,6.6,0.0,0.0,night_time/dry
14-09-2018 21:00:00,0.14,N,1.32,N,2018-09-14 21:00:00,2018-09-14,21:00:00,4,True,14.8,4.0,WSW,2.6,88.0,1022.2,0.3,3.8,6.6,0.0,0.0,night_time/dry
14-09-2018 21:30:00,0.09,N,0.0,N,2018-09-14 21:30:00,2018-09-14,21:30:00,4,True,14.7,4.0,SW,0.6,88.0,1022.4,0.4,3.8,6.6,0.0,0.0,night_time/dry
14-09-2018 22:00:00,0.45,N,0.3,N,2018-09-14 22:00:00,2018-09-14,22:00:00,4,True,14.4,1.0,W,1.6,89.0,1022.4,0.1,3.8,6.6,0.0,0.0,night_time/dry
14-09-2018 22:30:00,0.1,N,0.0,N,2018-09-14 22:30:00,2018-09-14,22:30:00,4,True,14.1,4.0,WSW,1.2,89.0,1022.5,0.2,3.8,6.6,0.0,0.0,night_time/dry
14-09-2018 23:00:00,0.07,N,0.03,N,2018-09-14 23:00:00,2018-09-14,23:00:00,4,True,13.8,4.0,WNW,1.0,90.0,1023.0,0.6,3.8,6.6,0.0,0.0,night_time/dry
14-09-2018 23:30:00,0.09,N,0.22,N,2018-09-14 23:30:00,2018-09-14,23:30:00,4,True,13.7,2.0,WNW,1.4,90.0,1023.1,0.5,3.8,6.6,0.0,0.0,night_time/dry
15-09-2018 00:00:00,0.06,N,0.0,N,2018-09-15 00:00:00,2018-09-15,00:00:00,5,False,13.5,5.0,W,1.3,90.0,1023.1,0.2,0.0,6.6,0.0,0.0,night_time/dry
15-09-2018 00:30:00,0.06,N,0.0,N,2018-09-15 00:30:00,2018-09-15,00:30:00,5,False,13.3,1.0,WNW,0.1,91.0,1023.3,0.2,0.0,6.6,0.0,0.0,night_time/dry
15-09-2018 01:00:00,0.03,N,0.0,N,2018-09-15 01:00:00,2018-09-15,01:00:00,5,False,13.1,0.0,W,0.0,91.0,1023.3,0.2,0.0,6.6,0.0,0.0,night_time/dry
15-09-2018 01:30:00,0.04,N,0.0,N,2018-09-15 01:30:00,2018-09-15,01:30:00,5,False,12.6,0.0,W,0.0,91.0,1023.3,0.1,0.0,6.6,0.0,0.0,night_time/dry
15-09-2018 02:00:00,0.04,N,0.0,N,2018-09-15 02:00:00,2018-09-15,02:00:00,5,False,12.2,0.0,W,0.0,91.0,1023.3,-0.1,0.0,6.6,0.0,0.0,night_time/dry
15-09-2018 02:30:00,0.05,N,0.0,N,2018-09-15 02:30:00,2018-09-15,02:30:00,5,False,12.2,0.0,W,0.0,91.0,1023.3,-0.1,0.0,6.6,0.0,0.0,night_time/dry
15-09-2018 03:00:00,0.03,N,0.0,N,2018-09-15 03:00:00,2018-09-15,03:00:00,5,False,12.2,0.0,SW,0.0,93.0,1023.2,-0.1,0.0,6.6,0.0,0.0,night_time/dry
15-09-2018 03:30:00,0.06,N,0.0,N,2018-09-15 03:30:00,2018-09-15,03:30:00,5,False,12.1,2.0,SW,0.7,93.0,1023.2,-0.2,0.0,6.6,0.0,0.0,night_time/dry
15-09-2018 04:00:00,0.03,N,0.0,N,2018-09-15 04:00:00,2018-09-15,04:00:00,5,False,12.2,2.0,SW,1.7,93.0,1023.3,0.1,0.0,6.6,0.0,0.0,night_time/dry
15-09-2018 04:30:00,0.06,N,0.0,N,2018-09-15 04:30:00,2018-09-15,04:30:00,5,False,12.1,1.0,SW,0.0,94.0,1023.4,0.2,0.0,6.6,0.0,0.0,night_time/dry
15-09-2018 05:00:00,0.03,N,0.0,N,2018-09-15 05:00:00,2018-09-15,05:00:00,5,False,12.0,1.0,SW,0.7,94.0,1023.5,0.2,0.0,6.6,0.0,0.0,night_time/dry
15-09-2018 05:30:00,0.07,N,0.0,N,2018-09-15 05:30:00,2018-09-15,05:30:00,5,False,11.8,0.0,SW,0.0,94.0,1023.5,0.1,0.0,6.6,0.0,0.0,night_time/dry
15-09-2018 06:00:00,0.04,N,1.06,N,2018-09-15 06:00:00,2018-09-15,06:00:00,5,False,11.6,1.0,SSW,0.0,94.0,1023.7,0.2,0.0,6.6,0.0,0.0,night_time/dry
15-09-2018 06:30:00,0.07,N,1.29,N,2018-09-15 06:30:00,2018-09-15,06:30:00,5,False,11.6,2.0,SSW,0.7,94.0,1023.8,0.3,0.0,6.6,0.0,0.0,dawn/dry
15-09-2018 07:00:00,0.05,N,0.0,N,2018-09-15 07:00:00,2018-09-15,07:00:00,5,False,11.9,2.0,SSW,0.7,95.0,1023.9,0.2,0.0,6.6,14.0,0.0,dawn/dry
15-09-2018 07:30:00,0.04,N,0.0,N,2018-09-15 07:30:00,2018-09-15,07:30:00,5,False,12.1,4.0,SSW,1.5,95.0,1024.4,0.5,0.0,6.6,46.0,0.0,sunny/dry
15-09-2018 08:00:00,0.17,N,0.0,N,2018-09-15 08:00:00,2018-09-15,08:00:00,5,False,12.7,4.0,SSW,1.6,95.0,1024.7,0.7,0.0,6.6,98.0,0.0,sunny/dry
15-09-2018 08:30:00,0.11,N,0.0,N,2018-09-15 08:30:00,2018-09-15,08:30:00,5,False,13.6,4.0,SW,0.9,96.0,1025.0,0.6,0.0,6.6,206.0,0.5,sunny/dry
15-09-2018 09:00:00,0.1,N,0.81,N,2018-09-15 09:00:00,2018-09-15,09:00:00,5,False,14.4,4.0,SW,1.8,95.0,1025.0,0.3,0.0,6.6,118.0,0.8,sunny/dry
15-09-2018 09:30:00,0.16,N,1.37,N,2018-09-15 09:30:00,2018-09-15,09:30:00,5,False,15.4,1.0,WNW,2.5,94.0,1025.1,0.1,0.0,6.6,327.0,1.3,sunny/dry
15-09-2018 10:00:00,0.07,N,1.3,N,2018-09-15 10:00:00,2018-09-15,10:00:00,5,False,16.6,6.0,SW,3.8,86.0,1025.2,0.1,0.0,6.6,367.0,1.8,sunny/dry
15-09-2018 10:30:00,0.12,N,0.0,N,2018-09-15 10:30:00,2018-09-15,10:30:00,5,False,17.4,5.0,W,1.6,79.0,1025.1,0.0,0.0,6.6,204.0,1.3,cloudy/dry
15-09-2018 11:00:00,0.05,N,0.01,N,2018-09-15 11:00:00,2018-09-15,11:00:00,5,False,17.6,5.0,WSW,3.6,79.0,1025.3,0.1,0.0,6.6,276.0,2.0,cloudy/dry
15-09-2018 11:30:00,0.06,N,0.03,N,2018-09-15 11:30:00,2018-09-15,11:30:00,5,False,17.3,8.0,SW,3.5,79.0,1025.3,0.2,0.0,6.6,378.0,2.2,partly_cloudy/dry
15-09-2018 12:00:00,0.55,N,0.33,N,2018-09-15 12:00:00,2018-09-15,12:00:00,5,False,17.3,4.0,WSW,2.8,79.0,1025.2,0.0,0.0,6.6,213.0,1.7,mainly_cloudy/dry
15-09-2018 12:30:00,0.1,N,0.09,N,2018-09-15 12:30:00,2018-09-15,12:30:00,5,False,17.8,6.0,WNW,3.2,77.0,1025.1,-0.2,0.0,6.6,454.0,3.3,sunny/dry
15-09-2018 13:00:00,0.15,N,0.34,N,2018-09-15 13:00:00,2018-09-15,13:00:00,5,False,19.0,5.0,WSW,1.4,71.0,1024.9,-0.2,0.0,6.6,543.0,3.7,partly_cloudy/dry
15-09-2018 13:30:00,0.07,N,0.0,N,2018-09-15 13:30:00,2018-09-15,13:30:00,5,False,19.3,5.0,WSW,1.2,67.0,1024.9,-0.2,0.0,6.6,534.0,3.5,sunny/dry
15-09-2018 14:00:00,0.05,N,0.0,N,2018-09-15 14:00:00,2018-09-15,14:00:00,5,False,19.3,10.0,WNW,4.6,64.0,1024.7,-0.1,0.0,6.6,462.0,3.2,sunny/dry
15-09-2018 14:30:00,0.07,N,0.0,N,2018-09-15 14:30:00,2018-09-15,14:30:00,5,False,19.6,4.0,SSW,4.9,62.0,1024.4,-0.5,0.0,6.6,443.0,2.8,sunny/dry
15-09-2018 15:00:00,0.05,N,0.01,N,2018-09-15 15:00:00,2018-09-15,15:00:00,5,False,19.8,9.0,SW,3.3,63.0,1024.4,-0.4,0.0,6.6,322.0,2.4,sunny/dry
15-09-2018 15:30:00,0.08,N,0.0,N,2018-09-15 15:30:00,2018-09-15,15:30:00,5,False,19.2,4.0,WSW,1.6,66.0,1024.3,-0.1,0.0,6.6,364.0,2.0,partly_cloudy/dry
15-09-2018 16:00:00,0.14,N,0.03,N,2018-09-15 16:00:00,2018-09-15,16:00:00,5,False,18.7,6.0,SSW,2.1,64.0,1024.0,-0.4,0.0,6.6,258.0,1.5,partly_cloudy/dry
15-09-2018 16:30:00,0.19,N,0.09,N,2018-09-15 16:30:00,2018-09-15,16:30:00,5,False,18.3,2.0,WNW,0.9,67.0,1023.7,-0.6,0.0,6.6,207.0,1.1,cloudy/dry
15-09-2018 17:00:00,0.27,N,0.01,N,2018-09-15 17:00:00,2018-09-15,17:00:00,5,False,18.2,4.0,WNW,1.5,68.0,1023.5,-0.5,0.0,6.6,165.0,0.8,cloudy/dry
15-09-2018 17:30:00,0.58,N,0.4,N,2018-09-15 17:30:00,2018-09-15,17:30:00,5,False,18.3,4.0,WSW,0.8,68.0,1023.3,-0.4,0.0,6.6,111.0,0.5,cloudy/dry
15-09-2018 18:00:00,0.42,N,0.35,N,2018-09-15 18:00:00,2018-09-15,18:00:00,5,False,17.9,6.0,S,3.1,69.0,1023.2,-0.3,0.0,6.6,44.0,0.0,overcast/dry
15-09-2018 18:30:00,0.13,N,0.0,N,2018-09-15 18:30:00,2018-09-15,18:30:00,5,False,17.6,1.0,WSW,0.3,70.0,1023.2,-0.2,0.0,6.6,30.0,0.0,mainly_cloudy/dry
15-09-2018 19:00:00,0.13,N,0.27,N,2018-09-15 19:00:00,2018-09-15,19:00:00,5,False,17.2,4.0,WSW,2.8,72.0,1023.2,-0.1,0.0,6.6,14.0,0.0,mainly_cloudy/dry
15-09-2018 19:30:00,0.23,N,0.02,N,2018-09-15 19:30:00,2018-09-15,19:30:00,5,False,16.9,2.0,WSW,0.1,73.0,1023.2,0.1,0.0,6.6,0.0,0.0,dusk/dry
15-09-2018 20:00:00,0.28,N,0.05,N,2018-09-15 20:00:00,2018-09-15,20:00:00,5,False,16.6,5.0,SSW,2.8,74.0,1023.4,0.1,0.0,6.6,0.0,0.0,night_time/dry
15-09-2018 20:30:00,0.07,N,0.0,N,2018-09-15 20:30:00,2018-09-15,20:30:00,5,False,16.6,7.0,S,2.8,78.0,1023.3,0.0,0.0,6.6,0.0,0.0,night_time/dry
15-09-2018 21:00:00,0.09,N,0.0,N,2018-09-15 21:00:00,2018-09-15,21:00:00,5,False,16.1,6.0,SSW,2.6,80.0,1023.0,-0.3,0.0,6.6,0.0,0.0,night_time/dry
15-09-2018 21:30:00,0.06,N,0.0,N,2018-09-15 21:30:00,2018-09-15,21:30:00,5,False,15.6,6.0,SSW,1.3,82.0,1022.9,-0.3,0.0,6.6,0.0,0.0,night_time/dry
15-09-2018 22:00:00,0.09,N,0.0,N,2018-09-15 22:00:00,2018-09-15,22:00:00,5,False,15.3,7.0,WNW,3.1,82.0,1022.8,-0.3,0.0,6.6,0.0,0.0,night_time/dry
15-09-2018 22:30:00,0.06,N,0.0,N,2018-09-15 22:30:00,2018-09-15,22:30:00,5,False,15.1,7.0,SSW,6.0,83.0,1022.6,-0.3,0.0,6.6,0.0,0.0,night_time/dry
15-09-2018 23:00:00,0.13,N,0.12,N,2018-09-15 23:00:00,2018-09-15,23:00:00,5,False,14.8,7.0,SSE,2.3,83.0,1022.7,0.0,0.0,6.6,0.0,0.0,night_time/dry
15-09-2018 23:30:00,0.06,N,0.0,N,2018-09-15 23:30:00,2018-09-15,23:30:00,5,False,14.7,5.0,SSE,2.2,83.0,1022.5,-0.1,0.0,6.6,0.0,0.0,night_time/dry
16-09-2018 00:00:00,0.06,N,0.2,N,2018-09-16 00:00:00,2018-09-16,00:00:00,6,False,14.6,10.0,SSW,4.8,84.0,1022.2,-0.4,0.0,6.6,0.0,0.0,night_time/dry
16-09-2018 00:30:00,0.08,N,0.0,N,2018-09-16 00:30:00,2018-09-16,00:30:00,6,False,14.6,5.0,SW,4.3,84.0,1021.9,-0.6,0.0,6.6,0.0,0.0,night_time/dry
16-09-2018 01:00:00,0.04,N,0.0,N,2018-09-16 01:00:00,2018-09-16,01:00:00,6,False,14.4,7.0,SSW,5.1,85.0,1021.8,-0.5,0.0,6.6,0.0,0.0,night_time/dry
16-09-2018 01:30:00,0.06,N,0.0,N,2018-09-16 01:30:00,2018-09-16,01:30:00,6,False,14.2,5.0,SSW,2.8,85.0,1021.5,-0.4,0.0,6.6,0.0,0.0,night_time/dry
16-09-2018 02:00:00,0.03,N,0.0,N,2018-09-16 02:00:00,2018-09-16,02:00:00,6,False,14.0,6.0,SW,4.1,86.0,1021.2,-0.6,0.0,6.6,0.0,0.0,night_time/dry
16-09-2018 02:30:00,0.05,N,0.0,N,2018-09-16 02:30:00,2018-09-16,02:30:00,6,False,14.0,6.0,SW,4.1,86.0,1021.2,-0.6,0.0,6.6,0.0,0.0,night_time/dry
16-09-2018 03:00:00,0.03,N,0.0,N,2018-09-16 03:00:00,2018-09-16,03:00:00,6,False,13.7,2.0,SSE,0.9,86.0,1020.3,-0.9,0.0,6.6,0.0,0.0,night_time/dry
16-09-2018 03:30:00,0.06,N,0.0,N,2018-09-16 03:30:00,2018-09-16,03:30:00,6,False,13.6,2.0,SSE,2.2,88.0,1019.5,-1.1,0.0,6.6,0.0,0.0,night_time/dry
16-09-2018 04:00:00,0.03,N,0.0,N,2018-09-16 04:00:00,2018-09-16,04:00:00,6,False,13.5,5.0,S,3.0,90.0,1019.4,-0.9,0.0,6.6,0.0,0.0,night_time/dry
16-09-2018 04:30:00,0.06,N,0.0,N,2018-09-16 04:30:00,2018-09-16,04:30:00,6,False,13.4,4.0,S,2.3,90.0,1019.1,-0.5,0.0,6.6,0.0,0.0,night_time/dry
16-09-2018 05:00:00,0.03,N,0.0,N,2018-09-16 05:00:00,2018-09-16,05:00:00,6,False,13.2,7.0,SSE,5.3,91.0,1018.6,-0.7,0.0,6.6,0.0,0.0,night_time/dry
16-09-2018 05:30:00,0.06,N,0.0,N,2018-09-16 05:30:00,2018-09-16,05:30:00,6,False,13.2,8.0,SSE,3.0,91.0,1018.5,-0.6,0.0,6.6,0.0,0.0,night_time/dry
16-09-2018 06:00:00,0.03,N,0.0,N,2018-09-16 06:00:00,2018-09-16,06:00:00,6,False,13.2,7.0,SSW,3.9,91.0,1018.2,-0.4,0.0,6.6,0.0,0.0,night_time/dry
16-09-2018 06:30:00,0.06,N,0.0,N,2018-09-16 06:30:00,2018-09-16,06:30:00,6,False,13.3,8.0,SSW,5.1,92.0,1018.1,-0.4,0.0,6.6,0.0,0.0,dawn/dry
16-09-2018 07:00:00,0.04,N,0.0,N,2018-09-16 07:00:00,2018-09-16,07:00:00,6,False,13.6,5.0,SSE,3.1,91.0,1018.2,0.1,0.0,6.6,9.0,0.0,dawn/dry
16-09-2018 07:30:00,0.05,N,0.0,N,2018-09-16 07:30:00,2018-09-16,07:30:00,6,False,13.7,4.0,WSW,2.4,91.0,1018.1,0.0,0.0,6.6,23.0,0.0,cloudy/dry
16-09-2018 08:00:00,0.15,N,0.06,N,2018-09-16 08:00:00,2018-09-16,08:00:00,6,False,13.9,4.0,SW,3.1,92.0,1018.0,-0.2,0.0,6.6,54.0,0.0,cloudy/dry
16-09-2018 08:30:00,0.15,N,0.52,N,2018-09-16 08:30:00,2018-09-16,08:30:00,6,False,15.2,12.0,SSW,4.8,90.0,1018.1,0.0,0.0,6.6,49.0,0.0,mainly_cloudy/dry
16-09-2018 09:00:00,0.07,N,0.0,N,2018-09-16 09:00:00,2018-09-16,09:00:00,6,False,15.8,8.0,SW,8.2,87.0,1018.2,0.1,0.0,6.6,128.0,0.6,cloudy/dry
16-09-2018 09:30:00,0.13,N,0.0,N,2018-09-16 09:30:00,2018-09-16,09:30:00,6,False,16.4,8.0,S,5.6,84.0,1018.4,0.3,0.0,6.6,18.0,0.0,overcast/dry
16-09-2018 10:00:00,0.12,N,1.59,N,2018-09-16 10:00:00,2018-09-16,10:00:00,6,False,16.8,9.0,SSW,5.4,84.0,1018.4,0.2,0.0,6.6,137.0,0.9,cloudy/dry
16-09-2018 10:30:00,0.24,N,0.31,N,2018-09-16 10:30:00,2018-09-16,10:30:00,6,False,17.3,12.0,S,3.8,83.0,1017.7,-0.6,0.0,6.6,332.0,1.8,sunny/dry
16-09-2018 11:00:00,0.29,N,1.12,N,2018-09-16 11:00:00,2018-09-16,11:00:00,6,False,18.4,13.0,S,6.9,79.0,1018.0,-0.4,0.0,6.6,534.0,2.8,sunny/dry
16-09-2018 11:30:00,0.42,N,0.62,N,2018-09-16 11:30:00,2018-09-16,11:30:00,6,False,19.2,7.0,SW,7.6,76.0,1018.1,0.3,0.0,6.6,264.0,2.0,partly_cloudy/dry
16-09-2018 12:00:00,0.22,N,0.34,N,2018-09-16 12:00:00,2018-09-16,12:00:00,6,False,19.2,14.0,SSW,6.3,77.0,1017.8,-0.1,0.0,6.6,153.0,1.6,mainly_cloudy/dry
16-09-2018 12:30:00,0.62,N,0.3,N,2018-09-16 12:30:00,2018-09-16,12:30:00,6,False,19.3,18.0,S,12.1,77.0,1017.4,-0.7,0.0,6.6,251.0,2.8,partly_cloudy/dry
16-09-2018 13:00:00,0.56,N,0.0,N,2018-09-16 13:00:00,2018-09-16,13:00:00,6,False,19.5,10.0,S,3.3,78.0,1017.7,-0.2,0.0,6.6,171.0,1.5,mainly_cloudy/dry
16-09-2018 13:30:00,0.52,N,0.14,N,2018-09-16 13:30:00,2018-09-16,13:30:00,6,False,19.2,9.0,W,3.1,79.0,1017.6,0.3,0.0,6.6,320.0,2.4,cloudy/dry
16-09-2018 14:00:00,0.28,N,0.18,N,2018-09-16 14:00:00,2018-09-16,14:00:00,6,False,19.3,13.0,SSW,5.2,79.0,1017.6,0.0,0.0,6.6,128.0,1.2,overcast/dry
16-09-2018 14:30:00,0.3,N,0.02,N,2018-09-16 14:30:00,2018-09-16,14:30:00,6,False,19.3,13.0,S,4.9,80.0,1017.5,-0.2,0.0,6.6,213.0,1.6,mainly_cloudy/dry
16-09-2018 15:00:00,0.27,N,0.0,N,2018-09-16 15:00:00,2018-09-16,15:00:00,6,False,19.9,12.0,SW,8.7,79.0,1017.3,-0.3,0.0,6.6,146.0,1.1,overcast/dry
